SYS_ID,BRAND,YY,SEASON,YYSEASON,STYLE_NO,STYLE_PO_NO,DEGREE,ITEM,SELLINGPRICE,MFGCOST,MARKUP,PURCHASEPRICE
FNF,M,25,1,25S,3FTRV1051,3FTRV1051T0001,T0001,TR,129000,21210,6,21090
FNF,M,25,3,25S,3FTSB0153,3FTSB0153T0001,T0001,TS,49000,5530,8,5410
FNF,M,25,1,25S,3AJPB0551,3AJPB0551T0001,T0001,JP,299000,52130,5,52010
FNF,M,25,3,25S,3ASMB0953,3ASMB0953T0001,T0001,SM,79000,15380,5,15260
FNF,M,25,3,25S,3AWPB0853,3AWPB0853T0001,T0001,WP,139000,27670,5,27550
FNF,M,25,1,25S,3FDPB0851,3FDPB0851T0001,T0001,DP,209000,35630,5,35510
FNF,M,25,3,25S,3FOPV0353,3FOPV0353T0001,T0001,OP,89000,13860,6,13740
FNF,M,25,1,25S,3FDPV0151,3FDPV0151V0001,V0001,DP,159000,24100,6,23980
FNF,M,25,1,25S,3FDSB0351,3FDSB0351V0001,V0001,DS,139000,26400,5,26280
FNF,M,25,3,25S,3FDSM0153,3FDSM0153V0001,V0001,DS,149000,22830,6,22710
FNF,M,25,1,25S,3FKCB0351,3FKCB0351V0001,V0001,KC,189000,33310,5,33190
FNF,M,25,1,25S,3FKPB0151,3FKPB0151V0001,V0001,KP,169000,24440,6,24320
FNF,M,25,1,25S,3FKPV0251,3FKPV0251V0001,V0001,KP,199000,32050,6,31930
FNF,M,25,3,25S,3FOPV0353,3FOPV0353V0001,V0001,OP,89000,13860,6,13740
FNF,M,25,3,25S,3FSMV0253,3FSMV0253V0001,V0001,SM,79000,14250,5,14130
FNF,M,25,3,25S,3FSPV0153,3FSPV0153V0001,V0001,SP,79000,11030,7,10910
FNF,M,25,3,25S,3FTSB0453,3FTSB0453V0001,V0001,TS,59000,7060,8,6940
FNF,M,25,3,25S,3FTSV0753,3FTSV0753V0001,V0001,TS,69000,12250,5,12130
FNF,M,25,1,25S,3AMTM0551,3AMTM0551D0001,D0001,MT,119000,18420,6,18300
FNF,M,25,1,25S,3AMTM0451,3AMTM0451D0001,D0001,MT,119000,19230,6,19110
FNF,M,25,3,25S,3FTKB0353,3FTKB0353D0001,D0001,TK,59000,12100,4,11980
FNF,I,25,1,25S,7FS1V0251,7FS1V0251K0001,K0001,S1,139000,31510,4,31110
FNF,I,25,1,25S,7AS1V0151,7AS1V0151K0001,K0001,S1,129000,27430,4,27100
FNF,I,25,1,25S,7AS1B0351,7AS1B0351K0001,K0001,S1,149000,38300,4,38180
FNF,I,25,3,25S,7AS1B0253,7AS1B0253K0001,K0001,S1,99000,20940,4,20820
FNF,I,25,3,25S,7AS1V0753,7AS1V0753K0001,K0001,S1,99000,20080,4,19960
FNF,I,25,3,25S,7AS1B0653,7AS1B0653K0001,K0001,S1,89000,20240,4,20120
FNF,I,25,3,25S,7FS1B0553,7FS1B0553K0001,K0001,S1,89000,19990,4,19870
FNF,M,25,3,25S,3ATSV0653,3ATSV0653H0001,H0001,TS,69000,8900,7,8780
FNF,M,25,3,25S,3ASMB0953,3ASMB0953H0001,H0001,SM,79000,15380,5,15260
FNF,M,25,3,25S,3FWPB0453,3FWPB0453H0001,H0001,WP,139000,22160,6,22040
FNF,M,25,1,25S,3AHDB0451,3AHDB0451H0001,H0001,HD,129000,21920,5,21800
FNF,M,25,3,25S,3FSKM0153,3FSKM0153H0001,H0001,SK,139000,22680,6,22560
FNF,M,25,1,25S,3ADKM0551,3ADKM0551H0001,H0001,DK,299000,47360,6,47240
FNF,M,25,1,25S,3FTRM1051,3FTRM1051H0001,H0001,TR,189000,25200,7,25080
FNF,M,25,1,25S,3FWPB0151,3FWPB0151H0001,H0001,WP,139000,27710,5,27590
FNF,M,25,3,25S,3FWJV0153,3FWJV0153H0001,H0001,WJ,169000,28760,5,28640
FNF,M,25,3,25S,3ADRB0253,3ADRB0253H0001,H0001,DR,169000,30050,5,29930
FNF,M,25,3,25S,3FSKB0253,3FSKB0253T0001,T0001,SK,139000,23310,5,23190
FNF,M,25,3,25S,3FSKV0253,3FSKV0253T0001,T0001,SK,129000,21290,6,21170
FNF,M,25,1,25S,3AHDQ0151,3AHDQ0151T0001,T0001,HD,139000,28100,5,27980
FNF,M,25,1,25S,3AMTB0751,3AMTB0751T0001,T0001,MT,89000,15220,5,15100
FNF,M,25,1,25S,3AMTB0851,3AMTB0851T0001,T0001,MT,139000,27190,5,27070
FNF,M,25,1,25S,3AHDM0351,3AHDM0351T0001,T0001,HD,149000,27240,5,27120
FNF,M,25,1,25S,3AMTM0851,3AMTM0851T0001,T0001,MT,129000,20920,6,20800
FNF,M,25,1,25S,3AMTB0951,3AMTB0951T0001,T0001,MT,109000,17570,6,17450
FNF,M,25,1,25S,3APTB0351,3APTB0351T0001,T0001,PT,99000,16880,5,16760
FNF,M,25,1,25S,3APTB0551,3APTB0551T0001,T0001,PT,129000,21690,5,21570
FNF,M,25,1,25S,3APTB0651,3APTB0651T0001,T0001,PT,119000,20670,5,20550
FNF,M,25,3,25S,3APTB1153,3APTB1153T0001,T0001,PT,109000,17340,6,17220
FNF,M,25,3,25S,3FWJV0153,3FWJV0153D0001,D0001,WJ,169000,28760,5,28640
FNF,M,25,1,25S,3FTSB0151,3FTSB0151D0001,D0001,TS,69000,9470,7,9350
FNF,M,25,3,25S,3FTKB0253,3FTKB0253D0001,D0001,TK,69000,14100,4,13980
FNF,M,25,3,25S,3ARSM0253,3ARSM0253D0001,D0001,RS,99000,14950,6,14830
FNF,M,25,3,25S,3APQV0153,3APQV0153D0001,D0001,PQ,109000,19940,5,19820
FNF,M,25,3,25S,3FSPB0253,3FSPB0253D0001,D0001,SP,79000,11660,6,11540
FNF,M,25,3,25S,3FSMV0253,3FSMV0253D0001,D0001,SM,79000,14250,5,14130
FNF,M,25,3,25S,3LWPB0353,3LWPB0353D0001,D0001,WP,139000,23850,5,23730
FNF,M,25,1,25S,3AJPB0351,3AJPB0351D0001,D0001,JP,249000,41100,6,40980
FNF,M,25,1,25S,3AHDV0551,3AHDV0551D0001,D0001,HD,119000,21620,5,21500
FNF,M,25,1,25S,3AHDB0851,3AHDB0851D0001,D0001,HD,129000,25270,5,25150
FNF,I,25,3,25S,7AS1B0753,7AS1B0753K0001,K0001,S1,89000,22130,4,22010
FNF,I,25,3,25S,7AS1C0153,7AS1C0153K0001,K0001,S1,79000,17920,4,17800
FNF,I,25,3,25S,7AS1MD553,7AS1MD553K0001,K0001,S1,109000,23940,4,23820
FNF,I,25,3,25S,7AS1V0853,7AS1V0853K0001,K0001,S1,99000,20820,4,20700
FNF,I,25,3,25S,7AS1VT153,7AS1VT153K0001,K0001,S1,79000,20370,4,20250
FNF,I,25,3,25S,7FS1V0453,7FS1V0453K0001,K0001,S1,109000,26050,4,25130
FNF,I,25,3,25S,7FS1V0653,7FS1V0653K0001,K0001,S1,99000,22460,4,22160
FNF,I,25,3,25S,7FS1V1153,7FS1V1153K0001,K0001,S1,99000,20010,5,19890
FNF,I,25,3,25S,7FS1MD653,7FS1MD653K0001,K0001,S1,109000,23930,4,23810
FNF,I,25,3,25S,7FS1B0453,7FS1B0453K0001,K0001,S1,99000,19020,5,18900
FNF,I,25,3,25S,7AS1V0353,7AS1V0353K0001,K0001,S1,99000,22070,4,21150
FNF,M,25,1,25S,3LWPB0151,3LWPB0151H0001,H0001,WP,139000,27610,5,27490
FNF,M,25,1,25S,3FTRB1351,3FTRB1351H0001,H0001,TR,149000,28400,5,28280
FNF,M,25,3,25S,3AWJM0453,3AWJM0453H0001,H0001,WJ,239000,34350,6,34230
FNF,M,25,1,25S,3AWJM0151,3AWJM0151H0001,H0001,WJ,299000,53270,5,53150
FNF,M,25,3,25S,3FPTB0353,3FPTB0353H0001,H0001,PT,109000,18390,5,18270
FNF,M,25,3,25S,3FPQM0353,3FPQM0353H0001,H0001,PQ,149000,20230,7,20110
FNF,M,25,3,25S,3AWSV0153,3AWSV0153H0001,H0001,WS,149000,26210,5,26090
FNF,M,25,3,25S,3AWPB0353,3AWPB0353H0001,H0001,WP,129000,23840,5,23720
FNF,M,25,1,25S,3AWJV0151,3AWJV0151H0001,H0001,WJ,229000,38880,5,38760
FNF,M,25,1,25S,3APTB2051,3APTB2051T0001,T0001,PT,149000,28240,5,28120
FNF,M,25,1,25S,3APTM0351,3APTM0351T0001,T0001,PT,149000,25730,5,25610
FNF,M,25,3,25S,3ARSB0253,3ARSB0253T0001,T0001,RS,79000,15880,5,15760
FNF,M,25,3,25S,3ASPV2053,3ASPV2053T0001,T0001,SP,109000,23420,4,23300
FNF,M,25,1,25S,3ATRM0151,3ATRM0151T0001,T0001,TR,219000,29870,7,29750
FNF,M,25,1,25S,3ATSB0151,3ATSB0151T0001,T0001,TS,59000,9120,6,9000
FNF,M,25,3,25S,3ATSB0153,3ATSB0153T0001,T0001,TS,39000,6330,6,6210
FNF,M,25,3,25S,3ATSB0653,3ATSB0653T0001,T0001,TS,69000,11560,5,11440
FNF,M,25,3,25S,3ATSB0753,3ATSB0753T0001,T0001,TS,69000,11080,6,10960
FNF,M,25,3,25S,3ATSM0753,3ATSM0753T0001,T0001,TS,69000,11570,5,11450
FNF,M,25,3,25S,3ATSM0953,3ATSM0953T0001,T0001,TS,79000,13890,5,13770
FNF,M,25,3,25S,3ATSM0953,3ATSM0953D0001,D0001,TS,79000,13890,5,13770
FNF,M,25,3,25S,3FPQB0253,3FPQB0253D0001,D0001,PQ,89000,15280,5,15160
FNF,M,25,1,25S,3FKCB0151,3FKCB0151D0001,D0001,KC,189000,26480,6,26360
FNF,M,25,1,25S,3AWJB0651,3AWJB0651D0001,D0001,WJ,299000,57080,5,56960
FNF,M,25,3,25S,3ATOB0253,3ATOB0253D0001,D0001,TO,59000,9840,5,9720
FNF,M,25,3,25S,3ATSB1153,3ATSB1153D0001,D0001,TS,69000,9620,7,9500
FNF,M,25,1,25S,3AHDM0551,3AHDM0551D0001,D0001,HD,139000,23210,5,23090
FNF,M,25,3,25S,3FDSV0153,3FDSV0153D0001,D0001,DS,139000,19650,6,19530
FNF,M,25,3,25S,3ATSV0253,3ATSV0253D0001,D0001,TS,59000,10120,5,10000
FNF,M,25,3,25S,3FTSX0153,3FTSX0153D0001,D0001,TS,69000,10910,6,10790
FNF,M,25,3,25S,3FTSV0453,3FTSV0453D0001,D0001,TS,59000,10910,5,10790
FNF,M,25,N,25N,3ACRM035N,3ACRM035NV0001,V0001,CR,109000,14740,7,14690
FNF,M,25,N,25N,3ABQA015N,3ABQA015NV0001,V0001,BQ,99000,14470,6,14420
FNF,M,25,N,25N,3ABKM035N,3ABKM035NV0001,V0001,BK,179000,24880,7,24830
FNF,M,25,N,25N,3AHSM035N,3AHSM035NV0001,V0001,HS,99000,13310,7,13260
FNF,M,25,N,25N,3ABMBD15N,3ABMBD15NV0001,V0001,BM,139000,20980,6,20930
FNF,M,25,N,25N,3ACRA015N,3ACRA015NV0001,V0001,CR,69000,10680,6,10630
FNF,M,25,N,25N,3ABKA015N,3ABKA015NV0001,V0001,BK,129000,19330,6,19280
FNF,M,25,3,25S,3AWJM0753,3AWJM0753H0001,H0001,WJ,209000,37030,5,36910
FNF,M,25,3,25S,3APQM0253,3APQM0253H0001,H0001,PQ,149000,21910,6,21790
FNF,M,25,1,25S,3ATSQ0251,3ATSQ0251H0001,H0001,TS,69000,12370,5,12250
FNF,M,25,3,25S,3ATSM1353,3ATSM1353H0001,H0001,TS,99000,15700,6,15580
FNF,M,25,3,25S,3ATSM1253,3ATSM1253H0001,H0001,TS,79000,12640,6,12520
FNF,M,25,3,25S,3ATSM1053,3ATSM1053H0001,H0001,TS,79000,13950,5,13830
FNF,M,25,3,25S,3ATSM0753,3ATSM0753H0001,H0001,TS,69000,11570,5,11450
FNF,M,25,3,25S,3ATSM0653,3ATSM0653H0001,H0001,TS,79000,11000,7,10880
FNF,M,25,3,25S,3ATSB0653,3ATSB0653H0001,H0001,TS,69000,11560,5,11440
FNF,M,25,3,25S,3ATSB0353,3ATSB0353H0001,H0001,TS,59000,9710,6,9590
FNF,M,25,3,25S,3ATSM1253,3ATSM1253T0001,T0001,TS,79000,12640,6,12520
FNF,M,25,3,25S,3ATSM1453,3ATSM1453T0001,T0001,TS,69000,11830,5,11710
FNF,M,25,3,25S,3ATSV0553,3ATSV0553T0001,T0001,TS,69000,8980,7,8860
FNF,M,25,3,25S,3ATSV0653,3ATSV0653T0001,T0001,TS,69000,8900,7,8780
FNF,M,25,3,25S,3ATSV0753,3ATSV0753T0001,T0001,TS,79000,14860,5,14740
FNF,M,25,3,25S,3ATSX0253,3ATSX0253T0001,T0001,TS,79000,13730,5,13610
FNF,M,25,3,25S,3ATSX0353,3ATSX0353T0001,T0001,TS,79000,13820,5,13700
FNF,M,25,3,25S,3ADRM0353,3ADRM0353T0001,T0001,DR,189000,32450,5,32330
FNF,M,25,1,25S,3FPTB0251,3FPTB0251T0001,T0001,PT,109000,19580,5,19460
FNF,M,25,1,25S,3FPTB0451,3FPTB0451T0001,T0001,PT,99000,17900,5,17780
FNF,M,25,3,25S,3FTSV0353,3FTSV0353D0001,D0001,TS,69000,8920,7,8800
FNF,M,25,1,25S,3FDKV0151,3FDKV0151D0001,D0001,DK,239000,35140,6,35020
FNF,M,25,3,25S,3ATSM1353,3ATSM1353D0001,D0001,TS,99000,15700,6,15580
FNF,M,25,3,25S,3ATSM1153,3ATSM1153D0001,D0001,TS,69000,11950,5,11830
FNF,M,25,3,25S,3ATSM1053,3ATSM1053D0001,D0001,TS,79000,13950,5,13830
FNF,M,25,3,25S,3ASPV2053,3ASPV2053D0001,D0001,SP,109000,23420,4,23300
FNF,M,25,3,25S,3ASPB1253,3ASPB1253D0001,D0001,SP,79000,14070,5,13950
FNF,M,25,3,25S,3ASPB0253,3ASPB0253D0001,D0001,SP,79000,14030,5,13910
FNF,M,25,3,25S,3FSPB1053,3FSPB1053D0001,D0001,SP,79000,13810,5,13690
FNF,M,25,3,25S,3FOPV0253,3FOPV0253D0001,D0001,OP,79000,11780,6,11660
FNF,M,25,3,25S,3FTOB0153,3FTOB0153T0001,T0001,TO,39000,6760,5,6640
FNF,M,25,1,25S,3AMTB0251,3AMTB0251T0001,T0001,MT,109000,17430,6,17310
FNF,M,25,3,25S,3ASPB0953,3ASPB0953T0001,T0001,SP,79000,14030,5,13910
FNF,M,25,3,25S,3ASPB1153,3ASPB1153T0001,T0001,SP,79000,13210,5,13090
FNF,M,25,1,25S,3AWSM0551,3AWSM0551T0001,T0001,WS,199000,40120,5,40000
FNF,M,25,1,25S,3FDSG0251,3FDSG0251T0001,T0001,DS,169000,27240,6,27120
FNF,M,25,1,25S,3FVTG0151,3FVTG0151T0001,T0001,VT,199000,28500,6,28380
FNF,M,25,1,25S,3LDPM0551,3LDPM0551T0001,T0001,DP,229000,37980,5,37860
FNF,M,25,1,25S,3ADKM0551,3ADKM0551T0001,T0001,DK,299000,47360,6,47240
FNF,M,25,3,25S,3ASMV0153,3ASMV0153T0001,T0001,SM,79000,14260,5,14140
FNF,M,25,3,25S,3AWPB0853,3AWPB0853G0001,G0001,WP,139000,30315,4,27550
FNF,M,25,1,25S,3AWPV0451,3AWPV0451G0001,G0001,WP,139000,27542,5,26990
FNF,M,25,3,25S,3AWSB0453,3AWSB0453G0001,G0001,WS,159000,29879,5,29290
FNF,M,25,1,25S,3AWSM0551,3AWSM0551G0001,G0001,WS,199000,40760,4,40000
FNF,M,25,3,25S,3AWSM0653,3AWSM0653G0001,G0001,WS,159000,26831,5,26290
FNF,M,25,3,25S,3ASPM0153,3ASPM0153G0001,G0001,SP,119000,16894,6,16510
FNF,M,25,3,25S,3ATSV0653,3ATSV0653G0001,G0001,TS,69000,9040,7,8780
FNF,M,25,3,25S,3ATSV0753,3ATSV0753G0001,G0001,TS,79000,15189,5,14110
FNF,M,25,3,25S,3FTSV0453,3FTSV0453G0001,G0001,TS,59000,11083,5,10790
FNF,M,25,3,25S,3FTSV0553,3FTSV0553G0001,G0001,TS,59000,8665,6,8410
FNF,M,25,3,25S,3ATSM1453,3ATSM1453G0001,G0001,TS,69000,12092,5,11210
FNF,M,25,1,25S,3AMTB0851,3AMTB0851G0001,G0001,MT,139000,27623,5,27070
FNF,M,25,1,25S,3AMTM0951,3AMTM0951G0001,G0001,MT,159000,20135,7,19700
FNF,M,25,1,25S,3AMTQ0151,3AMTQ0151G0001,G0001,MT,119000,19291,6,17950
FNF,M,25,1,25S,3FDPB0751,3FDPB0751G0001,G0001,DP,169000,29646,5,26940
FNF,M,25,1,25S,3FDPG0351,3FDPG0351G0001,G0001,DP,199000,32748,6,29770
FNF,M,25,3,25S,3FDPM0153,3FDPM0153G0001,G0001,DP,149000,26216,5,23810
FNF,M,25,3,25S,3FDPM0253,3FDPM0253G0001,G0001,DP,149000,25953,5,23570
FNF,M,25,3,25S,3FTSX0253,3FTSX0253G0001,G0001,TS,59000,10629,5,9840
FNF,M,25,1,25S,3FVTG0151,3FVTG0151G0001,G0001,VT,199000,31224,6,28380
FNF,M,25,3,25S,3FWJM0553,3FWJM0553G0001,G0001,WJ,239000,39531,6,38790
FNF,M,25,3,25S,3ATSX0153,3ATSX0153G0001,G0001,TS,79000,14039,5,13700
FNF,M,25,3,25S,3AWSB0453,3AWSB0453K0001,K0001,WS,159000,29879,5,29290
FNF,M,25,1,25S,3ATSQ0151,3ATSQ0151G0001,G0001,TS,69000,13385,5,12420
FNF,M,25,1,25S,3ATSQ0251,3ATSQ0251G0001,G0001,TS,69000,12626,5,11710
FNF,M,25,3,25S,3ATSV0253,3ATSV0253G0001,G0001,TS,59000,10280,5,10000
FNF,M,25,1,25S,3AHDQ0151,3AHDQ0151G0001,G0001,HD,139000,28545,4,26150
FNF,M,25,1,25S,3AJPB0551,3AJPB0551G0001,G0001,JP,299000,52962,5,52010
FNF,M,25,3,25S,3ATSX0353,3ATSX0353G0001,G0001,TS,79000,14039,5,13700
FNF,M,25,1,25S,3AWJB0151,3AWJB0151G0001,G0001,WJ,199000,40049,5,39300
FNF,M,25,1,25S,3AWPB0151,3AWPB0151G0001,G0001,WP,139000,23071,5,22590
FNF,M,25,3,25S,3ATSB0653,3ATSB0653G0001,G0001,TS,69000,11743,5,11440
FNF,M,25,3,25S,3ATSB0853,3ATSB0853G0001,G0001,TS,79000,13064,6,12740
FNF,M,25,3,25S,3ATSB1153,3ATSB1153G0001,G0001,TS,69000,9772,6,9500
FNF,M,25,3,25S,3ATSB4153,3ATSB4153G0001,G0001,TS,49000,10006,4,9730
FNF,M,25,3,25S,3ATSE0253,3ATSE0253G0001,G0001,TS,69000,10382,6,10100
FNF,M,25,3,25S,3ATSM0753,3ATSM0753G0001,G0001,TS,69000,11825,5,10960
FNF,M,25,3,25S,3ATSM0953,3ATSM0953G0001,G0001,TS,79000,14110,5,13770
FNF,M,25,1,25S,3AWSM0651,3AWSM0651G0001,G0001,WS,159000,28416,5,27850
FNF,M,25,1,25S,3FDRB0451,3FDRB0451G0001,G0001,DR,199000,34863,5,32140
FNF,M,25,1,25S,3FDSG0251,3FDSG0251G0001,G0001,DS,169000,29844,5,27120
FNF,M,25,3,25S,3FDSM0153,3FDSM0153G0001,G0001,DS,149000,25010,5,22710
FNF,M,25,1,25S,3FKCB0151,3FKCB0151G0001,G0001,KC,189000,28615,6,26360
FNF,M,25,1,25S,3FMTV1251,3FMTV1251G0001,G0001,MT,119000,18469,6,18060
FNF,M,25,3,25S,3ATSM1153,3ATSM1153G0001,G0001,TS,69000,12139,5,11830
FNF,M,25,3,25S,3ATSM1253,3ATSM1253G0001,G0001,TS,79000,12840,6,12520
FNF,M,25,3,25S,3FDRV0253,3FDRV0253G0001,G0001,DR,169000,31318,5,28860
FNF,M,25,3,25S,3FDSB0153,3FDSB0153G0001,G0001,DS,139000,24561,5,22300
FNF,M,25,1,25S,3AWSV0251,3AWSV0251G0001,G0001,WS,169000,33110,5,32470
FNF,M,25,3,25S,3FSPV0153,3FSPV0153G0001,G0001,SP,79000,11205,6,10910
FNF,M,25,3,25S,3FTOB0153,3FTOB0153G0001,G0001,TO,39000,6866,5,6640
FNF,M,25,1,25S,3FTRV1151,3FTRV1151G0001,G0001,TR,149000,27511,5,26960
FNF,M,25,1,25S,3FTSV0151,3FTSV0151G0001,G0001,TS,69000,9630,7,9360
FNF,M,25,3,25S,3FTSV0353,3FTSV0353G0001,G0001,TS,69000,9061,7,8800
FNF,M,25,3,25S,3FTSV0253,3FTSV0253G0001,G0001,TS,59000,6694,8,6470
FNF,M,25,3,25S,3ADRB0653,3ADRB0653G0001,G0001,DR,149000,26875,5,24750
FNF,M,25,1,25S,3ADRV0151,3ADRV0151G0001,G0001,DR,189000,34409,5,31720
FNF,M,25,3,25S,3ADRV0253,3ADRV0253G0001,G0001,DR,169000,32799,5,30230
FNF,M,25,1,25S,3AHDB0551,3AHDB0551G0001,G0001,HD,129000,22980,5,22500
FNF,M,25,3,25S,3ATSX0553,3ATSX0553G0001,G0001,TS,69000,10811,6,10010
FNF,M,25,3,25S,3ASPB2053,3ASPB2053K0001,K0001,SP,119000,21883,5,21420
FNF,M,25,3,25S,3FSPV0153,3FSPV0153K0001,K0001,SP,79000,11205,6,10910
FNF,M,25,3,25S,3ASPM0253,3ASPM0253K0001,K0001,SP,89000,16650,5,16270
FNF,M,25,3,25S,3FSPB1053,3FSPB1053K0001,K0001,SP,79000,14029,5,13690
FNF,M,25,3,25S,3ASPB0953,3ASPB0953K0001,K0001,SP,79000,14253,5,13910
FNF,M,25,3,25S,3ASPV2053,3ASPV2053K0001,K0001,SP,109000,22325,4,20260
FNF,M,25,3,25S,3ASPV0153,3ASPV0153K0001,K0001,SP,79000,14415,5,14070
FNF,M,25,3,25S,3FSPB0353,3FSPB0353K0001,K0001,SP,79000,12391,6,12100
FNF,M,25,3,25S,3FSPB0253,3FSPB0253K0001,K0001,SP,79000,11845,6,11540
FNF,M,25,3,25S,3ASPB0253,3ASPB0253K0001,K0001,SP,79000,14253,5,13910
FNF,M,25,3,25S,3ASPB1153,3ASPB1153K0001,K0001,SP,79000,13396,5,13090
FNF,M,25,3,25S,3ASPB0653,3ASPB0653K0001,K0001,SP,99000,17890,5,17490
FNF,M,25,1,25S,3FDPB0151,3FDPB0151G0001,G0001,DP,179000,34984,5,31810
FNF,M,25,3,25S,3FTSV0753,3FTSV0753G0001,G0001,TS,69000,12530,5,11620
FNF,M,25,3,25S,3FTSV0853,3FTSV0853G0001,G0001,TS,69000,9935,6,9190
FNF,M,25,3,25S,3ATSM0253,3ATSM0253G0001,G0001,TS,99000,18662,5,18250
FNF,M,25,1,25S,3AKCM0251,3AKCM0251G0001,G0001,KC,239000,39112,6,36070
FNF,M,25,1,25S,3AMTB0351,3AMTB0351G0001,G0001,MT,119000,21497,5,21040
FNF,M,25,1,25S,3AMTE0151,3AMTE0151G0001,G0001,MT,99000,18276,5,17870
FNF,M,25,1,25S,3AMTM0351,3AMTM0351G0001,G0001,MT,169000,20562,7,20120
FNF,M,25,1,25S,3AMTM0551,3AMTM0551G0001,G0001,MT,119000,18713,6,18300
FNF,M,25,1,25S,3AMTM0851,3AMTM0851G0001,G0001,MT,129000,21253,6,20800
FNF,M,25,1,25S,3APTB0751,3APTB0751G0001,G0001,PT,99000,16315,6,15940
FNF,W,25,3,25S,WXSM15353,WXSM15353K0001,K0001,SM,109000,69370,1,69370
FNF,M,25,N,25N,3ARNA065N,3ARNA065NC0001,C0001,RN,129000,21680,5,21630
FNF,M,25,N,25N,3ASXE015N,3ASXE015NC0001,C0001,SX,169000,26560,6,26510
FNF,M,25,N,25N,3ASHW075N,3ASHW075NC0003,C0003,SH,149000,24540,6,24490
FNF,M,25,N,25N,3ASHC015N,3ASHC015NC0001,C0001,SH,129000,21730,5,21680
FNF,M,25,1,25S,3ADKM0251,3ADKM0251G0001,G0001,DK,269000,45406,5,44010
FNF,M,25,1,25S,3ADKM0351,3ADKM0351G0001,G0001,DK,289000,50603,5,49060
FNF,M,25,3,25S,3FPQV0253,3FPQV0253G0001,G0001,PQ,99000,17819,5,17420
FNF,M,25,3,25S,3FPTB1153,3FPTB1153G0001,G0001,PT,109000,16102,6,15730
FNF,M,25,1,25S,3FPTV0151,3FPTV0151G0001,G0001,PT,119000,19109,6,18690
FNF,M,25,1,25S,3FPTV0351,3FPTV0351G0001,G0001,PT,129000,23254,5,22770
FNF,M,25,1,25S,3FSKV0251,3FSKV0251G0001,G0001,SK,89000,12972,6,12650
FNF,M,25,1,25S,3FSKV0351,3FSKV0351G0001,G0001,SK,149000,28517,5,27950
FNF,M,25,3,25S,3ASPB1353,3ASPB1353K0001,K0001,SP,79000,12228,6,11940
FNF,M,25,3,25S,3ASPB1253,3ASPB1253K0001,K0001,SP,79000,14270,5,13950
FNF,M,25,3,25S,3FSPB0153,3FSPB0153K0001,K0001,SP,69000,11713,5,11410
FNF,M,25,3,25S,3ASPB0353,3ASPB0353K0001,K0001,SP,89000,16864,5,16480
FNF,M,25,1,25S,3FDSB0251,3FDSB0251G0001,G0001,DS,139000,25175,5,22860
FNF,M,25,1,25S,3FKCB0351,3FKCB0351G0001,G0001,KC,189000,35998,5,33190
FNF,M,25,1,25S,3FKPB0151,3FKPB0151G0001,G0001,KP,169000,26410,6,24320
FNF,M,25,3,25S,3FKPB0353,3FKPB0353G0001,G0001,KP,139000,22799,6,20980
FNF,M,25,3,25S,3FKPV0153,3FKPV0153G0001,G0001,KP,159000,26713,5,24600
FNF,M,25,1,25S,3FTRV1251,3FTRV1251G0001,G0001,TR,139000,23305,5,22820
FNF,M,25,3,25S,3FDPB0153,3FDPB0153G0001,G0001,DP,139000,25580,5,23230
FNF,M,25,3,25S,3FDPB0453,3FDPB0453G0001,G0001,DP,139000,27794,5,25250
FNF,M,25,1,25S,3FDPB0551,3FDPB0551G0001,G0001,DP,199000,38085,5,34640
FNF,M,25,1,25S,3FDPB0651,3FDPB0651G0001,G0001,DP,169000,29328,5,26650
FNF,M,25,3,25S,3FTSM0653,3FTSM0653G0001,G0001,TS,59000,10618,5,9830
FNF,M,25,1,25S,3ADRM0151,3ADRM0151G0001,G0001,DR,199000,35469,5,32700
FNF,M,25,1,25S,3AJPQ0151,3AJPQ0151G0001,G0001,JP,299000,56549,5,55540
FNF,M,25,1,25S,3AKCV0151,3AKCV0151G0001,G0001,KC,199000,31318,6,28860
FNF,M,25,1,25S,3AMTB0251,3AMTB0251G0001,G0001,MT,109000,17707,6,17310
FNF,M,25,3,25S,3ASPB0653,3ASPB0653G0001,G0001,SP,99000,17890,5,17490
FNF,M,25,3,25S,3ASPB0953,3ASPB0953G0001,G0001,SP,79000,14253,5,13910
FNF,M,25,3,25S,3ASPB1153,3ASPB1153G0001,G0001,SP,79000,13419,5,13090
FNF,M,25,N,25N,3ASXV015N,3ASXV015NC0002,C0002,SX,149000,24750,5,24700
FNF,M,25,N,25N,3ASHC025N,3ASHC025NC0001,C0001,SH,129000,21850,5,21800
FNF,M,25,N,25N,3ARNM015N,3ARNM015NC0001,C0001,RN,149000,28100,5,28050
FNF,M,25,N,25N,3ASXM075N,3ASXM075NC0001,C0001,SX,159000,24750,6,24700
FNF,M,25,N,25N,3ASXD015N,3ASXD015NC0002,C0002,SX,139000,25100,5,25050
FNF,M,25,N,25N,3ASHW075N,3ASHW075NC0004,C0004,SH,149000,24540,6,24490
FNF,M,25,N,25N,3ARNM015N,3ARNM015NC0002,C0002,RN,149000,28100,5,28050
FNF,M,25,N,25N,3ASXE015N,3ASXE015NC0002,C0002,SX,169000,26560,6,26510
FNF,M,25,N,25N,3ASHD075N,3ASHD075NC0002,C0002,SH,149000,23120,6,23070
