SYS_ID,BRAND,YY,SEASON,YYSEASON,STYLE_NO,STYLE_PO_NO,DEGREE,ITEM,SELLINGPRICE,MFGCOST,MARKUP,PURCHASEPRICE
FNF,I,25,N,25N,7ACRMD65N,7ACRMD65NK0006,K0006,CR,89000,17050,5,17000
FNF,I,25,N,25N,7ACRMD55N,7ACRMD55NK0008,K0008,CR,89000,20050,4,20000
FNF,I,25,N,25N,7ACRMD75N,7ACRMD75NK0004,K0004,CR,99000,15750,6,15700
FNF,X,25,4,25F,DXWJ3G054,DXWJ3G054D0001,D0001,WJ,639000,10000,58,10000
FNF,X,25,4,25F,DXWJ3G054,DXWJ3G054C0001,C0001,WJ,639000,10000,58,10000
FNF,X,25,6,25F,DMTR77056,DMTR77056K0001,K0001,TR,159000,10000,14,10000
FNF,X,25,6,25F,DWJP32056,DWJP32056K0001,K0001,JP,439000,10000,40,10000
FNF,M,25,N,25N,3ACPD035N,3ACPD035ND0003,D0003,CP,53000,7480,6,7480
FNF,M,25,N,25N,3ACPB045N,3ACPB045NG0005,G0005,CP,39000,51,696,1
FNF,M,25,N,25N,3ACPV015N,3ACPV015NV0001,V0001,CP,43000,51,768,1
FNF,I,25,N,25N,7ABKB0C5N,7ABKB0C5NK0001,K0001,BK,59000,13970,4,13920
FNF,I,25,N,25N,7ABKB0D5N,7ABKB0D5NK0001,K0001,BK,79000,15830,5,15780
FNF,V,25,N,25N,VXCP1035N,VXCP1035NK0001,K0001,CP,130000,16380,7,1
FNF,X,25,N,25N,DXSH5165N,DXSH5165NK0001,K0001,SH,149000,32550,4,32550
FNF,X,25,N,25N,DXSH5155N,DXSH5155NK0001,K0001,SH,149000,31450,4,31450
FNF,M,25,N,25N,3ASXM075N,3ASXM075ND0005,D0005,SX,159000,10,14455,10
FNF,M,25,N,25N,3ASHWD15N,3ASHWD15ND0005,D0005,SH,179000,31020,5,31020
FNF,M,25,N,25N,3ASHW045N,3ASHW045ND0003,D0003,SH,159000,10,14455,10
FNF,M,25,N,25N,3ASOMB45N,3ASOMB45NG0001,G0001,SO,9900,1640,5,1590
FNF,I,25,3,25S,7ATSB3853,7ATSB3853K0001,K0001,TS,33000,6390,5,6270
FNF,M,25,N,25N,3ASHWD15N,3ASHWD15NK0012,K0012,SH,179000,10,16273,10
FNF,M,25,N,25N,3ASXD015N,3ASXD015NK0003,K0003,SX,139000,26673,5,26150
FNF,M,25,N,25N,3ASXE015N,3ASXE015NK0007,K0007,SX,169000,10,15364,10
FNF,X,25,4,25F,DMRL31054,DMRL31054K0001,K0001,RL,59000,10000,5,10000
FNF,M,25,4,25F,3ATSV2054,3ATSV2054C0001,C0001,TS,79000,121,594,1
FNF,M,25,N,25N,3AETX025N,3AETX025NG0001,G0001,ET,18900,51,338,1
FNF,M,25,4,25F,3ATSB2154,3ATSB2154C0001,C0001,TS,89000,121,669,1
FNF,M,25,4,25F,3ATSV2154,3ATSV2154C0001,C0001,TS,79000,121,594,1
FNF,M,25,N,25N,3ASHW075N,3ASHW075NK0006,K0006,SH,149000,26071,5,25560
FNF,M,25,1,25S,3ATSB0351,3ATSB0351T0001,T0001,TS,79000,11720,6,11600
FNF,M,25,N,25N,3AORM015N,3AORM015NC0001,C0001,OR,159000,21850,7,21800
FNF,X,25,4,25F,DWHD4A054,DWHD4A054K0001,K0001,HD,119000,3000,36,3000
FNF,X,25,4,25F,DWRL32054,DWRL32054K0001,K0001,RL,59000,10000,5,10000
FNF,I,25,3,25S,7ATSMV453,7ATSMV453C0004,C0004,TS,49000,11120,4,11000
FNF,M,25,N,25N,3ASOSV15N,3ASOSV15NC0005,C0005,SO,19900,2990,6,2940
FNF,I,25,3,25S,7ATSB0453,7ATSB0453C0006,C0006,TS,33000,6840,4,6720
FNF,X,25,6,25F,DMDJ75056,DMDJ75056K0001,K0001,DJ,249000,10000,23,10000
FNF,X,25,6,25F,DWDJ76056,DWDJ76056K0001,K0001,DJ,249000,10000,23,10000
FNF,X,25,6,25F,DWDJ7J056,DWDJ7J056K0001,K0001,DJ,259000,10000,24,10000
FNF,M,25,N,25N,3ASODA15N,3ASODA15NC0008,C0008,SO,19900,3200,6,3150
FNF,X,25,4,25F,DMPT33054,DMPT33054K0001,K0001,PT,139000,10000,13,10000
FNF,X,25,4,25F,DMPT37054,DMPT37054K0001,K0001,PT,149000,10000,14,10000
FNF,X,25,4,25F,DMPT39054,DMPT39054K0001,K0001,PT,119000,10000,11,10000
FNF,X,25,4,25F,DMPT3I054,DMPT3I054K0001,K0001,PT,139000,10000,13,10000
FNF,X,25,4,25F,DMPT3Q054,DMPT3Q054K0001,K0001,PT,119000,10000,11,10000
FNF,X,25,6,25F,DMPT73056,DMPT73056K0001,K0001,PT,149000,10000,14,10000
FNF,X,25,6,25F,DMPT77056,DMPT77056K0001,K0001,PT,169000,10000,15,10000
FNF,X,25,6,25F,DMPT7A056,DMPT7A056K0001,K0001,PT,179000,10000,16,10000
FNF,X,25,6,25F,DMPT7E056,DMPT7E056K0001,K0001,PT,139000,10000,0,10000
FNF,X,25,6,25F,DMPT7K056,DMPT7K056K0001,K0001,PT,159000,10000,14,10000
FNF,X,25,6,25F,DMPT7U056,DMPT7U056K0001,K0001,PT,149000,10000,14,10000
FNF,X,25,4,25F,DWPT41054,DWPT41054K0001,K0001,PT,119000,10000,11,10000
FNF,X,25,4,25F,DWPT45054,DWPT45054K0001,K0001,PT,139000,10000,13,10000
FNF,X,25,6,25F,DWPT7F056,DWPT7F056K0001,K0001,PT,139000,10000,13,10000
FNF,X,25,6,25F,DMDJ7I056,DMDJ7I056K0001,K0001,DJ,259000,10000,24,10000
FNF,X,25,6,25F,DMDJ7M056,DMDJ7M056C0001,C0001,DJ,279000,10000,25,10000
FNF,X,25,6,25F,DMDJ7M056,DMDJ7M056K0001,K0001,DJ,279000,10000,25,10000
FNF,X,25,6,25F,DWDJ5L056,DWDJ5L056C0001,C0001,DJ,319000,10000,29,10000
FNF,X,25,6,25F,DWDJ5L056,DWDJ5L056K0001,K0001,DJ,319000,10000,29,10000
FNF,M,25,N,25N,3ACPV165N,3ACPV165NK0006,K0006,CP,49000,7339,6,6760
FNF,M,25,N,25N,3ACPB225N,3ACPB225NK0002,K0002,CP,39000,5863,6,5750
FNF,X,25,6,25F,DWPT93056,DWPT93056K0001,K0001,PT,159000,10000,14,10000
FNF,X,25,6,25F,DWPT96056,DWPT96056K0001,K0001,PT,149000,10000,14,10000
FNF,X,25,4,25F,DWSK42054,DWSK42054K0001,K0001,SK,119000,10000,11,10000
FNF,X,25,4,25F,DWSK43054,DWSK43054K0001,K0001,SK,129000,10000,12,10000
FNF,I,25,3,25S,7ATSEB153,7ATSEB153K0002,K0002,TS,59000,12140,4,12020
FNF,X,25,6,25F,DMDJ5K056,DMDJ5K056C0001,C0001,DJ,319000,10000,29,10000
FNF,X,25,6,25F,DMDJ5K056,DMDJ5K056D0001,D0001,DJ,319000,10000,29,10000
FNF,X,25,6,25F,DMDJ5K056,DMDJ5K056K0001,K0001,DJ,319000,10000,29,10000
FNF,X,25,6,25F,DMDJ5K056,DMDJ5K056K0002,K0002,DJ,319000,10000,29,10000
FNF,W,25,N,25N,WXCR7075N,WXCR7075NC0001,C0001,CR,109000,34000,3,34000
FNF,W,25,N,25N,WXHT7125N,WXHT7125NC0001,C0001,HT,69000,18400,3,18400
FNF,M,25,N,25N,3ACPV135N,3ACPV135NG0001,G0001,CP,49000,6935,6,6810
FNF,M,25,N,25N,3ACPV015N,3ACPV015NG0001,G0001,CP,43000,5732,7,5620
FNF,M,25,N,25N,3ACPB045N,3ACPB045NG0001,G0001,CP,39000,5327,7,5220
FNF,M,25,N,25N,3ACPV045N,3ACPV045NG0001,G0001,CP,43000,6096,6,5980
FNF,M,25,N,25N,3ACPV135N,3ACPV135NH0001,H0001,CP,49000,6860,6,6810
FNF,W,25,1,25S,WXWJ73951,WXWJ73951K0001,K0001,WJ,289000,114060,2,114060
FNF,I,25,N,25N,7ACRB065N,7ACRB065NK0001,K0001,CR,59000,13050,4,13000
FNF,I,25,N,25N,7ACRV015N,7ACRV015NK0001,K0001,CR,79000,21550,3,21500
FNF,I,25,N,25N,7LBKM025N,7LBKM025NK0001,K0001,BK,199000,42550,4,42500
FNF,M,25,N,25N,3ACPV015N,3ACPV015NH0001,H0001,CP,43000,5670,7,5620
FNF,W,25,1,25S,WXWJ73951,WXWJ73951C0001,C0001,WJ,289000,112910,2,112910
FNF,I,25,N,25N,7ASGB035N,7ASGB035NK0001,K0001,SG,79000,15550,5,15500
FNF,I,25,N,25N,7ABKMD25N,7ABKMD25NK0001,K0001,BK,219000,54050,4,54000
FNF,I,25,N,25N,7ACRMD85N,7ACRMD85NK0001,K0001,CR,129000,29550,4,29500
FNF,I,25,N,25N,7ACRMD45N,7ACRMD45NK0001,K0001,CR,89000,20750,4,20700
FNF,I,25,N,25N,7FBKM015N,7FBKM015NK0001,K0001,BK,199000,42550,4,42500
FNF,I,25,N,25N,7FBGB035N,7FBGB035NK0001,K0001,BG,33000,8850,3,8800
FNF,I,25,N,25N,7ABKB045N,7ABKB045NK0001,K0001,BK,159000,36850,4,36800
FNF,I,25,N,25N,7LBKB025N,7LBKB025NK0001,K0001,BK,199000,45250,4,45200
FNF,I,25,N,25N,7ABKMD45N,7ABKMD45NK0001,K0001,BK,99000,23550,4,23500
FNF,I,25,N,25N,7LBGB025N,7LBGB025NK0001,K0001,BG,33000,8850,3,8800
FNF,M,25,N,25N,3ACPB045N,3ACPB045NH0001,H0001,CP,39000,5270,7,5220
FNF,M,25,N,25N,3ACPV135N,3ACPV135ND0001,D0001,CP,49000,6860,6,6810
FNF,M,25,N,25N,3ACPB045N,3ACPB045ND0001,D0001,CP,39000,5270,7,5220
FNF,M,25,N,25N,3ACPV015N,3ACPV015ND0001,D0001,CP,43000,5670,7,5620
FNF,M,25,N,25N,3ACPB045N,3ACPB045NK0001,K0001,CP,39000,5327,7,5220
FNF,M,25,N,25N,3ACPV015N,3ACPV015NK0001,K0001,CP,43000,5732,7,5620
FNF,I,25,N,25N,7ACRMD35N,7ACRMD35NK0001,K0001,CR,79000,19150,4,19100
FNF,I,25,N,25N,7ACRB045N,7ACRB045NK0001,K0001,CR,89000,19950,4,19900
FNF,I,25,N,25N,7ASGB045N,7ASGB045NK0001,K0001,SG,79000,15450,5,15400
FNF,I,25,N,25N,7ACRB035N,7ACRB035NK0001,K0001,CR,69000,16950,4,16900
FNF,I,25,N,25N,7ACRMD25N,7ACRMD25NK0001,K0001,CR,59000,15050,4,15000
FNF,I,25,N,25N,7AHSC015N,7AHSC015NK0001,K0001,HS,59000,12650,4,12600
FNF,I,25,N,25N,7ACRMD15N,7ACRMD15NK0001,K0001,CR,89000,17700,5,17650
FNF,I,25,N,25N,7ACRMD55N,7ACRMD55NK0001,K0001,CR,89000,20050,4,20000
FNF,I,25,N,25N,7ACRMD75N,7ACRMD75NK0001,K0001,CR,99000,15750,6,15700
FNF,I,25,N,25N,7ACRMD65N,7ACRMD65NK0001,K0001,CR,89000,17050,5,17000
FNF,I,25,N,25N,7FCRB035N,7FCRB035NK0001,K0001,CR,49000,11150,4,11100
FNF,M,25,N,25N,3ACPV135N,3ACPV135NK0001,K0001,CP,49000,6935,6,6810
FNF,M,25,N,25N,3ACPV045N,3ACPV045NK0001,K0001,CP,43000,6096,6,5980
FNF,M,25,N,25N,3ACPV135N,3ACPV135NM0001,M0001,CP,49000,6860,6,6810
FNF,I,25,N,25N,7ABKMD35N,7ABKMD35NK0001,K0001,BK,239000,61050,4,61000
FNF,I,25,N,25N,7LCRM025N,7LCRM025NK0001,K0001,CR,59000,10550,5,10500
FNF,I,25,N,25N,7ACRB055N,7ACRB055NK0001,K0001,CR,69000,17350,4,17300
FNF,I,25,N,25N,7ACRB025N,7ACRB025NK0001,K0001,CR,59000,11550,5,11500
FNF,I,25,N,25N,7ABKB035N,7ABKB035NK0001,K0001,BK,159000,36050,4,36000
FNF,M,25,N,25N,3ACPV135N,3ACPV135NT0001,T0001,CP,49000,6860,6,6810
FNF,I,25,N,25N,7ABKB025N,7ABKB025NK0001,K0001,BK,149000,33850,4,33800
FNF,I,25,N,25N,7ABKC015N,7ABKC015NK0001,K0001,BK,89000,26550,3,26500
FNF,I,25,N,25N,7FCRM015N,7FCRM015NK0001,K0001,CR,59000,10550,5,10500
FNF,I,25,N,25N,7FBKB035N,7FBKB035NK0001,K0001,BK,199000,43050,4,43000
FNF,I,25,N,25N,7LCRB025N,7LCRB025NK0001,K0001,CR,49000,11150,4,11100
FNF,I,25,N,25N,7AUBB015N,7AUBB015NK0001,K0001,UB,49000,11050,4,11000
FNF,I,25,N,25N,7ABKR015N,7ABKR015NK0001,K0001,BK,109000,24050,4,24000
FNF,M,25,N,25N,3ACPV045N,3ACPV045NC0003,C0003,CP,43000,6030,6,5980
FNF,M,25,N,25N,3ACPV015N,3ACPV015NC0003,C0003,CP,43000,5670,7,5620
FNF,M,25,N,25N,3ACPB045N,3ACPB045NC0003,C0003,CP,39000,5270,7,5220
FNF,M,25,N,25N,3ACPV045N,3ACPV045NC0004,C0004,CP,43000,6030,6,5980
FNF,M,25,N,25N,3ACPV135N,3ACPV135NC0004,C0004,CP,49000,6860,6,6810
FNF,M,25,N,25N,3ACPV135N,3ACPV135NC0003,C0003,CP,49000,6860,6,6810
FNF,M,25,N,25N,3ACPV015N,3ACPV015NC0004,C0004,CP,43000,5670,7,5620
FNF,M,25,N,25N,3ACPB045N,3ACPB045NC0004,C0004,CP,39000,5270,7,5220
FNF,W,25,1,25S,WXMT70751,WXMT70751C0001,C0001,MT,109000,21740,5,21740
FNF,M,25,N,25N,3AHSM035N,3AHSM035NC0002,C0002,HS,99000,13310,7,13260
FNF,M,25,N,25N,3ACRM035N,3ACRM035NC0002,C0002,CR,109000,14740,7,14690
FNF,M,25,N,25N,3ABKM035N,3ABKM035NC0002,C0002,BK,179000,24880,7,24830
FNF,M,25,N,25N,3ABKM035N,3ABKM035NC0001,C0001,BK,179000,24880,7,24830
FNF,M,25,N,25N,3AHSM035N,3AHSM035NC0001,C0001,HS,99000,13310,7,13260
FNF,M,25,N,25N,3ACRM035N,3ACRM035NC0001,C0001,CR,109000,14740,7,14690
FNF,M,25,N,25N,3ACPV015N,3ACPV015NM0001,M0001,CP,43000,5670,7,5620
FNF,M,25,N,25N,3ACPV015N,3ACPV015NT0001,T0001,CP,43000,5670,7,5620
FNF,M,25,N,25N,3ACPB045N,3ACPB045NT0001,T0001,CP,39000,5270,7,5220
FNF,M,25,N,25N,3ACPB045N,3ACPB045NM0001,M0001,CP,39000,5270,7,5220
FNF,W,25,N,25N,WXHT7125N,WXHT7125NK0001,K0001,HT,69000,18400,3,18400
FNF,W,25,N,25N,WXCR7075N,WXCR7075NK0001,K0001,CR,109000,34000,3,34000
FNF,I,25,N,25N,7LBGB025N,7LBGB025NK0002,K0002,BG,33000,8850,3,8800
FNF,I,25,N,25N,7FBGB035N,7FBGB035NK0002,K0002,BG,33000,8850,3,8800
FNF,I,25,N,25N,7ACRB025N,7ACRB025NK0002,K0002,CR,59000,11550,5,11500
FNF,I,25,N,25N,7ACRB065N,7ACRB065NK0002,K0002,CR,59000,13050,4,13000
FNF,I,25,N,25N,7FCRM015N,7FCRM015NK0002,K0002,CR,59000,10550,5,10500
FNF,I,25,N,25N,7ASGB045N,7ASGB045NK0002,K0002,SG,79000,15450,5,15400
FNF,I,25,N,25N,7FCRB035N,7FCRB035NK0002,K0002,CR,49000,11150,4,11100
FNF,I,25,N,25N,7AUBB015N,7AUBB015NK0002,K0002,UB,49000,11050,4,11000
FNF,M,25,N,25N,3ABQBV25N,3ABQBV25NT0001,T0001,BQ,159000,24610,6,24560
FNF,I,25,N,25N,7ARNJB15N,7ARNJB15NK0001,K0001,RN,99000,19838,5,19400
FNF,I,25,N,25N,7ARNCB15N,7ARNCB15NK0001,K0001,RN,89000,19532,4,19100
FNF,I,25,3,25S,7AS1B0153,7AS1B0153K0001,K0001,S1,89000,20300,4,20090
FNF,X,25,3,25S,DXRS87053,DXRS87053K0001,K0001,RS,69000,14770,4,14770
FNF,X,25,3,25S,DWRS82053,DWRS82053K0001,K0001,RS,79000,11000,7,11000
FNF,X,25,3,25S,DMRS81053,DMRS81053K0001,K0001,RS,79000,11760,6,11760
FNF,X,25,3,25S,DMRS89053,DMRS89053K0001,K0001,RS,79000,17110,4,17110
FNF,I,25,1,25S,7AJPV0851,7AJPV0851K0001,K0001,JP,159000,33160,4,32240
FNF,I,25,1,25S,7AJPM0151,7AJPM0151K0001,K0001,JP,179000,44550,4,44430
FNF,I,25,1,25S,7AJPV0151,7AJPV0151K0001,K0001,JP,219000,43490,5,43370
FNF,I,25,3,25S,7AWJMD653,7AWJMD653K0001,K0001,WJ,139000,30680,4,30560
FNF,I,25,1,25S,7FJPV0451,7FJPV0451K0001,K0001,JP,179000,38300,4,37180
FNF,X,25,N,25N,DXSH4205N,DXSH4205NK0001,K0001,SH,199000,45200,4,45200
FNF,X,25,N,25N,DXSH5415N,DXSH5415NK0001,K0001,SH,199000,45200,4,45200
FNF,X,25,N,25N,DXSH4305N,DXSH4305NK0001,K0001,SH,169000,38400,4,38400
FNF,X,25,N,25N,DXSH4915N,DXSH4915NK0001,K0001,SH,149000,32800,4,32800
FNF,X,25,3,25S,DWRS9A053,DWRS9A053K0001,K0001,RS,69000,13310,5,13310
FNF,X,25,3,25S,DXRS83053,DXRS83053K0001,K0001,RS,69000,11300,6,11300
FNF,X,25,3,25S,DMRS85053,DMRS85053K0001,K0001,RS,79000,14940,5,14940
FNF,X,25,1,25S,DWTP43051,DWTP43051K0001,K0001,TP,119000,24090,4,24090
FNF,X,25,1,25S,DWTR43051,DWTR43051K0001,K0001,TR,149000,29850,5,29850
FNF,X,25,1,25S,DWTR45051,DWTR45051K0001,K0001,TR,129000,28520,4,28520
FNF,X,25,1,25S,DWTP45051,DWTP45051K0001,K0001,TP,119000,20660,5,20660
FNF,X,25,1,25S,DWTR44051,DWTR44051K0001,K0001,TR,149000,27080,5,27080
FNF,X,25,1,25S,DMMT35051,DMMT35051K0001,K0001,MT,89000,15440,5,15440
FNF,X,25,1,25S,DXMT33051,DXMT33051K0001,K0001,MT,69000,13130,5,13130
FNF,X,25,1,25S,DXHD31051,DXHD31051K0001,K0001,HD,89000,20110,4,20110
FNF,X,25,1,25S,DXMT31051,DXMT31051K0001,K0001,MT,79000,15610,5,15610
FNF,X,25,1,25S,DXHD33051,DXHD33051K0001,K0001,HD,79000,17740,4,17740
FNF,X,25,1,25S,DXMT23051,DXMT23051K0001,K0001,MT,89000,14380,6,14380
FNF,X,25,1,25S,DXHD23051,DXHD23051K0001,K0001,HD,99000,20170,4,20170
FNF,X,25,1,25S,DMHD35051,DMHD35051K0001,K0001,HD,99000,19680,5,19680
FNF,X,25,1,25S,DXMT21051,DXMT21051K0001,K0001,MT,79000,16550,4,16550
FNF,X,25,1,25S,DWMT41051,DWMT41051K0001,K0001,MT,69000,12550,5,12550
FNF,X,25,1,25S,DMMT37051,DMMT37051K0001,K0001,MT,109000,21160,5,21160
FNF,W,25,N,25N,WWBK1025N,WWBK1025NC0001,C0001,BK,109000,27700,4,27700
FNF,X,25,3,25S,DWTR91053,DWTR91053K0001,K0001,TR,129000,23560,5,23560
FNF,X,25,3,25S,DWTP91053,DWTP91053K0001,K0001,TP,89000,18600,4,18600
FNF,X,25,3,25S,DWTR93053,DWTR93053K0001,K0001,TR,109000,20470,5,20470
FNF,M,25,N,25N,3ASHW075N,3ASHW075NM0001,M0001,SH,149000,24540,6,24490
FNF,M,25,N,25N,3ASHW075N,3ASHW075NS0001,S0001,SH,149000,24540,6,24490
FNF,M,25,N,25N,3ASHW075N,3ASHW075NE0001,E0001,SH,149000,24540,6,24490
FNF,M,25,N,25N,3ASHW075N,3ASHW075NH0001,H0001,SH,149000,24540,6,24490
FNF,M,25,N,25N,3ASHW075N,3ASHW075ND0001,D0001,SH,149000,24540,6,24490
FNF,X,25,1,25S,DMTP25051,DMTP25051K0001,K0001,TP,99000,18420,5,18420
FNF,X,25,1,25S,DWTP24051,DWTP24051K0001,K0001,TP,109000,20380,5,20380
FNF,X,25,1,25S,DWTP26051,DWTP26051K0001,K0001,TP,99000,16880,5,16880
FNF,X,25,1,25S,DWTP42051,DWTP42051K0001,K0001,TP,99000,18220,5,18220
FNF,X,25,3,25S,DMTR75053,DMTR75053K0001,K0001,TR,149000,30830,4,30830
FNF,X,25,3,25S,DWTR9B053,DWTR9B053K0001,K0001,TR,99000,22780,4,22780
FNF,X,25,3,25S,DWTP9A053,DWTP9A053K0001,K0001,TP,119000,23170,5,23170
FNF,X,25,3,25S,DWTB9B053,DWTB9B053K0001,K0001,TB,79000,17710,4,17710
FNF,X,25,3,25S,DWTR76053,DWTR76053K0001,K0001,TR,149000,28830,5,28830
FNF,X,25,3,25S,DMTR61053,DMTR61053K0001,K0001,TR,149000,27550,5,27550
FNF,X,25,1,25S,DWTR41051,DWTR41051K0001,K0001,TR,139000,26040,5,26040
FNF,X,25,1,25S,DWTP41051,DWTP41051K0001,K0001,TP,99000,18240,5,18240
FNF,X,25,1,25S,DMTR23051,DMTR23051K0001,K0001,TR,139000,28620,4,28620
FNF,X,25,1,25S,DMTP23051,DMTP23051K0001,K0001,TP,109000,22360,4,22360
FNF,X,25,1,25S,DWTR42051,DWTR42051K0001,K0001,TR,89000,18250,4,18250
FNF,X,25,1,25S,DXTR25051,DXTR25051K0001,K0001,TR,79000,15860,5,15860
FNF,X,25,1,25S,DMTR39051,DMTR39051K0001,K0001,TR,159000,30710,5,30710
FNF,X,25,1,25S,DWTR24051,DWTR24051K0001,K0001,TR,139000,26330,5,26330
FNF,X,25,1,25S,DXTR27051,DXTR27051K0001,K0001,TR,89000,19350,4,19350
FNF,M,25,N,25N,3ASHW075N,3ASHW075NG0001,G0001,SH,149000,25030,5,24490
FNF,I,25,1,25S,7APTB0351,7APTB0351K0001,K0001,PT,69000,14270,4,14150
FNF,I,25,3,25S,7FSPV0153,7FSPV0153K0001,K0001,SP,49000,11120,4,10000
FNF,I,25,3,25S,7ASPB0353,7ASPB0353K0001,K0001,SP,59000,12220,4,11150
FNF,I,25,1,25S,7APTMD151,7APTMD151K0001,K0001,PT,79000,16910,4,16790
FNF,I,25,3,25S,7APQV0353,7APQV0353K0001,K0001,PQ,59000,12280,4,12160
FNF,I,25,1,25S,7APTB0151,7APTB0151K0001,K0001,PT,59000,13119,4,11860
FNF,I,25,3,25S,7ASPVT153,7ASPVT153K0001,K0001,SP,69000,12730,5,12610
FNF,I,25,3,25S,7ASPV0253,7ASPV0253K0001,K0001,SP,49000,11040,4,10920
FNF,M,25,N,25N,3ASHW075N,3ASHW075NT0001,T0001,SH,149000,24540,6,24490
FNF,V,25,1,25S,VDKP12451,VDKP12451K0001,K0001,KP,260000,57300,4,57300
FNF,M,25,N,25N,3AHSM035N,3AHSM035NC0003,C0003,HS,99000,13310,7,13260
FNF,M,25,N,25N,3ABQB035N,3ABQB035NC0001,C0001,BQ,129000,18980,6,18930
FNF,M,25,N,25N,3ACPB055N,3ACPB055NT0001,T0001,CP,39000,5430,7,5380
FNF,M,25,N,25N,3ACPD015N,3ACPD015NT0001,T0001,CP,49000,6260,7,6210
FNF,I,25,N,25N,7ASHCM05N,7ASHCM05NC0001,C0001,SH,109000,19510,5,19460
FNF,I,25,N,25N,7ASHCM15N,7ASHCM15NC0001,C0001,SH,119000,19010,6,18960
FNF,I,25,N,25N,7ASHCB15N,7ASHCB15NC0001,C0001,SH,119000,23030,5,22980
FNF,I,25,N,25N,7ASHJB15N,7ASHJB15NC0001,C0001,SH,129000,23340,5,23290
FNF,I,25,N,25N,7ASHJM05N,7ASHJM05NC0001,C0001,SH,119000,19790,5,19740
FNF,I,25,N,25N,7ASHJM15N,7ASHJM15NC0001,C0001,SH,129000,19280,6,19230
FNF,M,25,N,25N,3ABQBV15N,3ABQBV15NC0001,C0001,BQ,139000,22140,6,22090
FNF,M,25,N,25N,3ABKA015N,3ABKA015NC0002,C0002,BK,129000,19330,6,19280
FNF,M,25,N,25N,3ACRVD15N,3ACRVD15NC0001,C0001,CR,109000,17800,6,17750
FNF,M,25,N,25N,3ABQM015N,3ABQM015NC0002,C0002,BQ,109000,16650,6,16600
FNF,M,25,N,25N,3ABQB035N,3ABQB035NC0002,C0002,BQ,129000,18980,6,18930
FNF,M,25,N,25N,3ACRM015N,3ACRM015NC0001,C0001,CR,99000,14670,6,14620
FNF,M,25,N,25N,3ACRB035N,3ACRB035NC0001,C0001,CR,109000,17060,6,17010
FNF,M,25,N,25N,3ACRA015N,3ACRA015NC0001,C0001,CR,69000,10680,6,10630
FNF,M,25,N,25N,3ABKA015N,3ABKA015NC0001,C0001,BK,129000,19330,6,19280
FNF,M,25,N,25N,3ACPB035N,3ACPB035NT0001,T0001,CP,43000,5990,7,5940
FNF,M,25,N,25N,3ACP8885N,3ACP8885NT0001,T0001,CP,39000,5600,6,5550
FNF,M,25,N,25N,3ACPV055N,3ACPV055NT0001,T0001,CP,46000,6580,6,6530
FNF,M,25,N,25N,3ACPV085N,3ACPV085NT0001,T0001,CP,43000,5910,7,5860
FNF,M,25,N,25N,3ACPB015N,3ACPB015NT0001,T0001,CP,46000,5870,7,5820
FNF,M,25,N,25N,3ACPV065N,3ACPV065NT0001,T0001,CP,39000,5660,6,5610
FNF,M,25,N,25N,3ACPD035N,3ACPD035NT0001,T0001,CP,53000,7210,7,7160
FNF,M,25,N,25N,3ACPV125N,3ACPV125NT0001,T0001,CP,49000,6340,7,6290
FNF,M,25,N,25N,3AHTB015N,3AHTB015NT0001,T0001,HT,59000,7890,7,7840
FNF,M,25,N,25N,3ACPQ015N,3ACPQ015NT0001,T0001,CP,53000,8250,6,8200
FNF,M,25,N,25N,3ASHW075N,3ASHW075NC0001,C0001,SH,149000,24540,6,24490
FNF,M,25,N,25N,3ASHW075N,3ASHW075NC0002,C0002,SH,149000,24540,6,24490
FNF,M,25,N,25N,3ABQA015N,3ABQA015NC0003,C0003,BQ,99000,14470,6,14420
FNF,M,25,N,25N,3AORM015N,3AORM015NC0002,C0002,OR,159000,21850,7,21800
FNF,M,25,N,25N,3ACRA015N,3ACRA015NC0002,C0002,CR,69000,10680,6,10630
FNF,M,25,N,25N,3ABQM015N,3ABQM015NC0001,C0001,BQ,109000,16650,6,16600
FNF,M,25,N,25N,3ABMBD15N,3ABMBD15NC0001,C0001,BM,139000,20980,6,20930
FNF,M,25,N,25N,3ACRB025N,3ACRB025NC0002,C0002,CR,89000,13270,6,13220
FNF,M,25,N,25N,3ABMB015N,3ABMB015NC0001,C0001,BM,139000,20630,6,20580
FNF,M,25,N,25N,3ACRB035N,3ACRB035NC0002,C0002,CR,109000,17060,6,17010
FNF,M,25,N,25N,3ACRM015N,3ACRM015NC0002,C0002,CR,99000,14670,6,14620
FNF,M,25,N,25N,3AHSMD15N,3AHSMD15NC0001,C0001,HS,109000,15220,7,15170
FNF,M,25,N,25N,3ACPV025N,3ACPV025NT0001,T0001,CP,49000,6570,7,6520
FNF,M,25,N,25N,3ACPV035N,3ACPV035NT0001,T0001,CP,43000,6090,6,6040
FNF,X,25,N,25N,DXHT4055N,DXHT4055NK0001,K0001,HT,65000,13140,5,13140
FNF,M,25,N,25N,3ABQBV25N,3ABQBV25NG0001,G0001,BQ,159000,25199,6,24560
FNF,X,25,3,25S,DWOP96053,DWOP96053K0001,K0001,OP,109000,21460,5,21460
FNF,X,25,3,25S,DWOP91053,DWOP91053K0001,K0001,OP,129000,22530,5,22530
FNF,X,25,3,25S,DWOP94053,DWOP94053K0001,K0001,OP,129000,22430,5,22430
